Symbol,Name,IndustryCode,Industry
VACH,Voyager Acquisition Corp,55601010,투자 지주 회사
ADUR,Aduro Clean Technologies Inc,52203010,환경 서비스 및 장비
AXG,Solowin Holdings Ltd,55102020,투자 관리 및 펀드 운영
EOLS,Evolus Inc,56201040,제약
ASMB,Assembly Biosciences Inc,56202010,생명 공학 및 의학 연구
SLDP,Solid Power  Inc.,53101020,"자동차, 트럭 및 오토바이 부품"
LMB,Limbach Holdings Inc,52201020,건설 및 엔지니어링
TMS,Teamshares Inc.,55102020,투자 관리 및 펀드 운영
SRTA,Strata Critical Medical  Inc.,52405010,"배달, 우편, 항공 화물 및 육상 물류"
FIP,FTAI Infrastructure Inc.,52405030,지상 화물 및 물류
AQST,Aquestive Therapeutics Inc,56201040,제약
ITIC,Investors Title Co,55301020,손해보험
BMM,Blue Moon Metals Inc.,51201080,다각적 채굴
YORW,York Water Co,59103010,수자원 유틸리티
CLMB,Climb Global Solutions Inc,57201010,IT 서비스 및 컨설팅
GEMI,Gemini Space Station Inc,57301030,블록 체인 및 암호화폐
VALN,Valneva SE ADR,56202010,생명 공학 및 의학 연구
ESEA,Euroseas Ltd,52405020,해양 화물 및 물류
CCOI,Cogent Communications Holdings Inc,57401010,통합 통신 서비스
CHSCL,CHS Cumulative Redeemable Pref Shs Series 4 Class B,54102010,어업 및 농업
PWRL,PowerLaw10 LLC,,
OBT,Orange County Bancorp Inc,55101010,은행
BSRR,Sierra Bancorp,55101010,은행
ROMA,Roma Green Finance Ltd,52203040,경영 지원 서비스
ULH,Universal Logistics Holdings Inc,52405030,지상 화물 및 물류
AMSF,Amerisafe Inc,55301020,손해보험
MPLT,MapLight Therapeutics  Inc.,56202010,생명 공학 및 의학 연구
FLGT,Fulgent Genetics Inc,56102010,의료 시설 및 서비스
COFS,ChoiceOne Financial Services Inc,55101010,은행
REAX,The Real Brokerage Inc.,60101020,부동산 서비스
ABTC,American Bitcoin Corp,57301030,블록 체인 및 암호화폐
GLRE,Greenlight Capital Re Ltd,55301050,재보험
CWCO,Consolidated Water Co Ltd,59103010,수자원 유틸리티
CENT,Central Garden & Pet Co,54102020,식품 가공
NPCE,NeuroPace  Inc.,56101010,첨단 의료 장비 및 기술
BLSM,BlossomHill Therapeutics Inc,56202010,생명 공학 및 의학 연구
EVGO,EVgo Inc,59101010,전력 유틸리티
VITL,Vital Farms Inc,54301020,식품 소매 및 유통
AIIO,Robo.ai Inc,57201010,IT 서비스 및 컨설팅
ENTX,Entera Bio Ltd,56202010,생명 공학 및 의학 연구
SFIX,Stitch Fix  Inc.,57201030,온라인 서비스
BTBT,Bit Digital  Inc.,57301030,블록 체인 및 암호화폐
ELMT,Elmet Group Co,52102010,산업용 기계 및 장비
TATT,TAT Technologies Ltd,52102030,전기 부품 및 장비
RLMD,Relmada Therapeutics Inc,56202010,생명 공학 및 의학 연구
WTBA,West Bancorporation Inc,55101010,은행
BELFA,Bel Fuse Inc. Class A,57104010,전자 장비 및 부품
ARKO,Arko Corp.,50102030,"오일, 가스 정제 및 마케팅"
PDLB,Ponce Financial Group Inc,55101010,은행
JOUT,Johnson Outdoors Inc,53205020,오락용 제품
KYTX,Kyverna Therapeutics  Inc.,56202010,생명 공학 및 의학 연구
OABI,OmniAb Inc,56202010,생명 공학 및 의학 연구
BSVN,Bank7 Corp,55101010,은행
FISN,Deep Fission  Inc,55601010,투자 지주 회사
PBAM,Private Bancorp of America Inc,55101010,은행
GRVY,Gravity Co Ltd ADR,57201020,소프트웨어
OVID,Ovid Therapeutics Inc.,56202010,생명 공학 및 의학 연구
MLAA,Mountain Lake Acquisition Corp II,55601010,투자 지주 회사
KELYA,Kelly Services Inc Class A,52203030,고용 서비스
CBK,Commercial BancGroup Inc,55101010,은행
AMCX,AMC Global Media Inc,53302020,방송
FMAO,Farmers & Merchants Bancorp Inc,55101010,은행
CHSCM,CHS Reset Rate Cumulative Redeemable Pref Shs Series 3 Class B,54102010,어업 및 농업
GTEN,Gores Holdings X Inc,55601010,투자 지주 회사
BIOA,BioAge Labs  Inc.,56202010,생명 공학 및 의학 연구
BRBI,BRBI BR Partners SA ADR,55102030,다각적 투자 서비스
CCCC,C4 Therapeutics  Inc.,56202010,생명 공학 및 의학 연구
BBCP,Concrete Pumping Holdings Inc,52201020,건설 및 엔지니어링
ATNI,ATN International Inc,57401010,통합 통신 서비스
PANL,Pangaea Logistics Solutions Ltd.,52405020,해양 화물 및 물류
ANSC,Agriculture & Natural Solutions Acquisition Corp,55601010,투자 지주 회사
OWLS,OBOOK Holdings Inc,57301030,블록 체인 및 암호화폐
CRAN,Crane Harbor Acquisition Corp II,55601010,투자 지주 회사
PRTA,Prothena Corporation PLC,56202010,생명 공학 및 의학 연구
OCGN,Ocugen  Inc.,56202010,생명 공학 및 의학 연구
FRBA,FIRST BANK (Hamilton),55101010,은행
IBEX,Ibex Ltd,57201020,소프트웨어
ASTL,Algoma Steel Group Inc,51201020,철 및 강철
GCGR,General Catalyst Global Resilience Merger Corp,55601010,투자 지주 회사
CZNC,Citizens & Northern Corp,55101010,은행
APXT,Apex Treasury Corp,55601010,투자 지주 회사
CABA,Cabaletta Bio  Inc.,56202010,생명 공학 및 의학 연구
ACIC,American Coastal Insurance Corp,55301020,손해보험
CLPT,Clearpoint Neuro Inc,56101010,첨단 의료 장비 및 기술
LOCO,El Pollo Loco Holdings Inc,53301020,레스토랑 및 바
FITBI,Fifth Third Bancorp Depositary Shares Representing 1/1000th Perp Pref Shs,55101010,은행
RBB,RBB Bancorp,55101010,은행
BMRC,Bank of Marin Bancorp,55101010,은행
PBYI,Puma Biotechnology Inc,56201040,제약
AIRJ,AirJoule Technologies Corporation,52203010,환경 서비스 및 장비
QTTB,Q32 Bio Inc.,56202010,생명 공학 및 의학 연구
NRC,NRC Health,53302010,광고 및 마케팅
ACTG,Acacia Research Corporation,52203040,경영 지원 서비스
CXIIU,Churchill Capital XII Units,55601010,투자 지주 회사
BCCQ,Bleichroeder Acquisition Corp III,55601010,투자 지주 회사
IHRT,iHeartMedia  Inc.,53302020,방송
PROK,Prokidney Corp,56202010,생명 공학 및 의학 연구
LWAY,Lifeway Foods Inc,54102020,식품 가공
EDIT,Editas Medicine  Inc.,56202010,생명 공학 및 의학 연구
NNNN,Anbio Biotechnology,56101020,"의료 장비, 물품 및 유통"
BNTC,Benitec Biopharma Inc,56202010,생명 공학 및 의학 연구
VELO,Velo3D Inc,57104010,전자 장비 및 부품
PHOE,Phoenix Asia Holdings Ltd,52201020,건설 및 엔지니어링
PRLD,Prelude Therapeutics Incorporated,56202010,생명 공학 및 의학 연구
SGHT,Sight Sciences  Inc.,56101020,"의료 장비, 물품 및 유통"
LRMR,Larimar Therapeutics Inc,56202010,생명 공학 및 의학 연구
RZLT,Rezolute  Inc.,56202010,생명 공학 및 의학 연구
WEYS,WEYCO Group Inc,53202030,제화
RMNI,Rimini Street Inc,57201010,IT 서비스 및 컨설팅
WTFCN,Wintrust Financial Depositary Shares Rep 1000 Share 7 875 Fixed Rate Reset Non,55101010,은행
SWMR,Swarmer Inc,57201020,소프트웨어
KBON,Karbon Capital Partners Corp,55601010,투자 지주 회사
GLAD,Gladstone Capital Corp,55501030,폐쇄형 펀드
IEAG,Infinite Eagle Acquisition Corp,55601010,투자 지주 회사
TREE,LendingTree  Inc.,55101030,소비자 대출
MBVI,M3-Brigade Acquisition VI Corp,55601010,투자 지주 회사
XIIIU,Churchill Capital XIII Units,55601010,투자 지주 회사
PLBC,Plumas Bancorp,55101010,은행
IACO,Idea Acquisition Corp,55601010,투자 지주 회사
IIIV,I3 Verticals  Inc.,57301010,핀테크
CGC,Canopy Growth Corporation,56201040,제약
DBCA,D Boral Acquisition I Corp,55601010,투자 지주 회사
MESH,Meshflow Acquisition Corp,55601010,투자 지주 회사
EH,EHang Holdings Limited ADR,52101010,항공우주 및 방위
KRAQ,KRAKacquisition Corp,55601010,투자 지주 회사
BPYPM,Brookfield Property Preferred Pref Shs Class A,55101050,기업 금융 서비스
TITN,Titan Machinery Inc,52102020,중장비 및 차량
PBFS,Pioneer Bancorp Inc,55101010,은행
STRZ,Starz Entertainment Corp.,57201030,온라인 서비스
EPRX,Eupraxia Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
PRTH,Priority Technology Holdings Inc,57301010,핀테크
FRPH,FRP Holdings Inc,60101010,"부동산 임대, 개발 및 운영"
XFOR,X4 Pharmaceuticals Inc,56201040,제약
ABEO,Abeona Therapeutics Inc,56201040,제약
ISTR,Investar Holding Corp,55101010,은행
OFIX,Orthofix Medical Inc.,56101020,"의료 장비, 물품 및 유통"
CHSCN,CHS Reset Rate Pref Shs Class B Series 2,54102010,어업 및 농업
GCGRU,General Catalyst Global Resilience Merger Units,55601010,투자 지주 회사
SHOE,Shoe Station Group Inc,53403040,의류 및 액세서리 소매
OTLY,Oatly Group AB ADR,54102020,식품 가공
SENS,Senseonics Holdings Inc,56101020,"의료 장비, 물품 및 유통"
SERV,Serve Robotics Inc,57201010,IT 서비스 및 컨설팅
KFII,K&F Growth Acquisition II Corp,55601010,투자 지주 회사
OPI,Office Properties Income Trust,60102020,상업용 REITs
FITBM,Fifth Third Bancorp Depositary Shares Representing a 1 40th Ownership Interest,55101010,은행
USCB,USCB Financial Holdings Inc,55101010,은행
MASS,908 Devices Inc.,56101010,첨단 의료 장비 및 기술
AGNCO,AGNC Investment DS REP 1/1000 Cumulative Pref Shs Series E,60102040,특수 REITs
ARQQ,Arqit Quantum Inc,57201020,소프트웨어
XRX,Xerox Holdings Corp,57105010,사무기기
FENC,Fennec Pharmaceuticals Inc.,56201040,제약
LSAK,Lesaka Technologies Inc,57301010,핀테크
CCAP,Crescent Capital BDC Inc,55501030,폐쇄형 펀드
TDUP,ThredUp Inc.,57201030,온라인 서비스
SCTX,Scribe Therapeutics Inc,56202010,생명 공학 및 의학 연구
MRLN,Merlin Inc,52101010,항공우주 및 방위
BMBL,Bumble Inc.,57201030,온라인 서비스
CURR,CURRENC Group Inc,57201010,IT 서비스 및 컨설팅
OPAL,Opal Fuels Inc.,50102020,"오일, 가스 탐사 및 생산"
MOBI,Mobia Medical Inc,56101020,"의료 장비, 물품 및 유통"
STRO,Sutro Biopharma Inc,56202010,생명 공학 및 의학 연구
CMPX,Compass Therapeutics Inc.,56202010,생명 공학 및 의학 연구
AIOT,Powerfleet  Inc.,57201010,IT 서비스 및 컨설팅
MRAM,Everspin Technologies Inc,57101010,반도체
NEGG,Newegg Commerce Inc,57201030,온라인 서비스
ECX,Ecarx Holdings Inc.,57107010,통합 하드웨어 및 소프트웨어
FRST,Primis Financial Corp,55101010,은행
CDRO,Codere Online Luxembourg SA,53301030,카지노 및 도박
GBLI,Global Indemnity Group LLC,55301020,손해보험
PKBK,Parke Bancorp Inc,55101010,은행
GRRR,Gorilla Technology Group Inc,57201010,IT 서비스 및 컨설팅
FSTR,L B Foster Co,52102020,중장비 및 차량
AVIR,Atea Pharmaceuticals  Inc.,56202010,생명 공학 및 의학 연구
ANSCU,Agriculture Natural Solutions Acquisition Units,55601010,투자 지주 회사
FNLC,First Bancorp Inc,55101010,은행
MTLS,Materialise NV ADR,57201020,소프트웨어
FCNCN,First Ctzns Bancshares Del Dep Sh Repstg 1 40Th Int Non Cum Perp Pfd Ser E,55101010,은행
GPAT,GP-Act III Acquisition Corp,55601010,투자 지주 회사
CHMG,Chemung Financial Corp,55101010,은행
NPAC,New Providence Acquisition Corp III,55601010,투자 지주 회사
CZFS,Citizens Financial Services Inc,55101010,은행
MEVO,M Evo Global Acquisition Corp II,55601010,투자 지주 회사
ADV,Advantage Solutions Inc.,53302010,광고 및 마케팅
TMCR,Metals Royalty Company Inc,51201080,다각적 채굴
ERII,Energy Recovery  Inc.,52102010,산업용 기계 및 장비
NATH,Nathan's Famous Inc,53301020,레스토랑 및 바
KMDA,Kamada Ltd.,56201040,제약
TKNO,Alpha Teknova  Inc.,56101020,"의료 장비, 물품 및 유통"
MVBF,MVB Financial Corp,55101010,은행
MFI,mF International Limited,57201010,IT 서비스 및 컨설팅
CLFD,Clearfield Inc,57102010,통신 및 네트워킹
PCB,PCB Bancorp,55101010,은행
FHTX,Foghorn Therapeutics Inc.,56202010,생명 공학 및 의학 연구
RR,Richtech Robotics Inc.,57104010,전자 장비 및 부품
GTENU,Gores Holdings X Units,55601010,투자 지주 회사
ENTA,Enanta Pharmaceuticals Inc,56201040,제약
ALFUU,Centurion Acquisition Units Expiry 22nd May 2029,55601010,투자 지주 회사
TACO,Berto Acquisition Corp,55601010,투자 지주 회사
LE,Lands' End  Inc.,53403040,의류 및 액세서리 소매
ZKP,Lafayette Digital Acquisition Corp I,55601010,투자 지주 회사
CRNC,Cerence Inc.,57201020,소프트웨어
GEVO,Gevo  Inc.,50201020,재생 가능 연료
BBCQ,Bleichroeder Acquisition Corp II,55601010,투자 지주 회사
RDAG,Republic Digital Acquisition Co,55601010,투자 지주 회사
AIAI,AIAI Holdings Corp,57201020,소프트웨어
WENN,Wen Acquisition Corp,55601010,투자 지주 회사
WILC,G Willi Food International Ltd,54301020,식품 소매 및 유통
CLNE,Clean Energy Fuels Corp.,50102030,"오일, 가스 정제 및 마케팅"
GOGO,Gogo Inc.,57401020,무선 통신 서비스
LXEO,Lexeo Therapeutics  Inc.,56202010,생명 공학 및 의학 연구
MGPI,MGP Ingredients Inc,54101020,증류주 및 포도주
CNCK,Coincheck Group NV,52203040,경영 지원 서비스
YICC,Yorkville International Capital Corp,55601010,투자 지주 회사
UPB,Upstream Bio  Inc.,56202010,생명 공학 및 의학 연구
KEYY,Keystone Acquisition Corp,55601010,투자 지주 회사
PERI,Perion Network Ltd,57201020,소프트웨어
ALLT,Allot Ltd,57201020,소프트웨어
HACQ,HCM IV Acquisition Corp,55601010,투자 지주 회사
ALOV,Aldabra 4 Liquidity Opportunity Vehicle Inc,55601010,투자 지주 회사
RCKT,Rocket Pharmaceuticals  Inc.,56202010,생명 공학 및 의학 연구
VALU,Value Line Inc,52203070,전문 정보 서비스
PESI,Perma-Fix Environmental Services Inc,52203010,환경 서비스 및 장비
ELVA,Electrovaya Inc,52102030,전기 부품 및 장비
WSBF,Waterstone Financial Inc,55101010,은행
NWFL,Norwood Financial Corp,55101010,은행
CARL,Carlsmed  Inc.,56101020,"의료 장비, 물품 및 유통"
MLAAU,Mountain Lake Acquisition II Units,55601010,투자 지주 회사
RBBN,Ribbon Communications Inc.,57102010,통신 및 네트워킹
NECB,Northeast Community Bancorp Inc,55101010,은행
SLP,Simulations Plus  Inc.,56101010,첨단 의료 장비 및 기술
NEWT,NewtekOne  Inc.,55101050,기업 금융 서비스
GIW,GigCapital8 Corp,55601010,투자 지주 회사
SOHU,Sohu.com Ltd ADR,57201030,온라인 서비스
DMAC,DiaMedica Therapeutics Inc,56202010,생명 공학 및 의학 연구
FDMM,Freedom Metals Acquisition Corp,55601010,투자 지주 회사
FVAV,Fortress Value Acquisition Corp V,55601010,투자 지주 회사
TRVG,Trivago NV ADR,57201030,온라인 서비스
GHXIU,Gores Holdings XI Units,55601010,투자 지주 회사
CRANU,Crane Harbor Acquisition II Units,55601010,투자 지주 회사
OIM,OneIM Acquisition Corp,55601010,투자 지주 회사
SDHI,Siddhi Acquisition Corp,55601010,투자 지주 회사
GIX,GigCapital9 Corp,55601010,투자 지주 회사
KBONU,Karbon Capital Partners Units,55601010,투자 지주 회사
IEAGU,Infinite Eagle Acquisition Units,55601010,투자 지주 회사
TACH,Titan Acquisition Corp,55601010,투자 지주 회사
AVBH,Avidbank Holdings Inc,55101010,은행
ISSC,Innovative Solutions and Support Inc,52101010,항공우주 및 방위
WLACU,Willow Lane Acquisition Units,55601010,투자 지주 회사
MNRO,Monro  Inc.,53403010,"자동차 차량, 부품 및 서비스 소매"
ARCI,Archimedes Tech SPAC Partners III Co,55601010,투자 지주 회사
VOXR,Vox Royalty Corp,51201010,금 제외 귀금속 및 광물
CCII,Cohen Circle Acquisition Corp II,55601010,투자 지주 회사
TSBK,Timberland Bancorp Inc,55101010,은행
KCHV,Kochav Defense Acquisition Corp,55601010,투자 지주 회사
ACAA,Averin Capital Acquisition Corp,55601010,투자 지주 회사
RCKY,Rocky Brands Inc,53202030,제화
MBVIU,M3 Brigade Acquisition VI Units,55601010,투자 지주 회사
HCIC,Hennessy Capital Investment Corp. VIII,55601010,투자 지주 회사
IPSC,Century Therapeutics  Inc.,56202010,생명 공학 및 의학 연구
LAND,Gladstone Land Corp,60102040,특수 REITs
VMD,Viemed Healthcare Inc,56102010,의료 시설 및 서비스
APXTU,Apex Treasury Units,55601010,투자 지주 회사
TLSI,TriSalus Life Sciences Inc,56202010,생명 공학 및 의학 연구
IACOU,Idea Acquisition Units,55601010,투자 지주 회사
OYSE,Oyster Enterprises II Acquisition Corp,55601010,투자 지주 회사
BDCI,BTC Development Corp,55601010,투자 지주 회사
OPTX,Syntec Optics Holdings  Inc,51101010,상품 화학
AGNCZ,AGNC Investment 8 75 Fixed Rate Cumulative Redeemable Prf Shs Series H,60102040,특수 REITs
BLZR,Trailblazer Acquisition Corp,55601010,투자 지주 회사
BCCQU,Bleichroeder Acquisition III Units,55601010,투자 지주 회사
MESHU,Meshflow Acquisition Units,55601010,투자 지주 회사
LYEL,Lyell Immunopharma  Inc.,56202010,생명 공학 및 의학 연구
OPRT,Oportun Financial Corp,55101030,소비자 대출
PACB,Pacific Biosciences of California  Inc.,56101010,첨단 의료 장비 및 기술
ABAT,American Battery Technology Company,51201050,특수 채굴 및 금속
NNDM,Nano Dimension Ltd ADR,57104010,전자 장비 및 부품
TWFG,TWFG  Inc.,55301010,복합보험 및 중개인
IMXI,International Money Express Inc,52203040,경영 지원 서비스
PALI,Palisade Bio Inc,56202010,생명 공학 및 의학 연구
PMTS,CPI Card Group Inc,55101030,소비자 대출
NCMI,National Cinemedia Inc,53302010,광고 및 마케팅
CD,Chaince Digital Holdings Inc,57301010,핀테크
PTLO,Portillos Inc,53301020,레스토랑 및 바
PLAY,Dave & Buster's Entertainment  Inc.,53301020,레스토랑 및 바
BUUU,BUUU Group Ltd,53302010,광고 및 마케팅
JACK,Jack in the Box Inc,53301020,레스토랑 및 바
VCRE,Vicore Pharma Holding AB ADR,56202010,생명 공학 및 의학 연구
TWIN,Twin Disc Inc,52102010,산업용 기계 및 장비
MVST,Microvast Holdings  Inc.,52102030,전기 부품 및 장비
SHMD,SCHMID Group NV,57101010,반도체
KRAQU,KRAKacquisition Units,55601010,투자 지주 회사
SHIP,Seanergy Maritime Holdings Corp,52405020,해양 화물 및 물류
TLNC,Talon Capital Corp,55601010,투자 지주 회사
ARTC,Art Technology Acquisition Corp,55601010,투자 지주 회사
HCMA,HCM III Acquisition Corp,55601010,투자 지주 회사
DSAC,Daedalus Special Acquisition Corp,55601010,투자 지주 회사
SORN,Soren Acquisition Corp,55601010,투자 지주 회사
SABS,SAB Biotherapeutics Inc,56202010,생명 공학 및 의학 연구
